,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
535,   R$ 3.000 /Mês  ,  3   Quartos  ,"Avenida Miruna - Indianópolis, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  120   m²  , Indianópolis,Avenida Miruna
536,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Teodoro Horst - Tucuruvi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  70   m²  , Tucuruvi,Rua Teodoro Horst
537,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
538,   R$ 4.500 /Mês  ,  3   Quartos  ,"Rua Mourato Coelho - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  215   m²  , Pinheiros,Rua Mourato Coelho
539,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Japão,"Rua Soldado João Rodrigues, 112"
540,   R$ 1.000 /Mês  ,  2   Quartos  ,"Rua Ataualpa, 144 - Parque Novo Mundo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Parque Novo Mundo,"Rua Ataualpa, 144"
541,   R$ 20.000 /Mês    R$ 4.500.000   ,  4   Quartos  ,"Rua Bennet - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  451   m²  , Alto de Pinheiros,Rua Bennet
542,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Comendador Sousa - Água Branca, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  80   m²  , Água Branca,Rua Comendador Sousa
543,   R$ 9.000 /Mês  ,  4   Quartos  ,"Mooca, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  608   m²  , SP,"Mooca, São Paulo"
544,   R$ 20.000 /Mês    R$ 4.000.000   ,  4   Quartos  ,"Rua Palmares, 650 - Brooklin Paulista, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  647   m²  , Brooklin Paulista,"Rua Palmares, 650"
545,   R$ 3.700 /Mês  ,  3   Quartos  ,"Rua Moreira Cardoso - Jardim Aeroporto, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  150   m²  , Jardim Aeroporto,Rua Moreira Cardoso
546,   R$ 30.000 /Mês    R$ 10.000.000   ,  4   Quartos  ,"Vila Morumbi, São Paulo - SP",  5   Banheiros  ,  15   Vagas  ,  952   m²  , SP,"Vila Morumbi, São Paulo"
547,   R$ 1.500 /Mês  ,  2   Quartos  ,"Avenida Ramalho Ortigão, 200 - Vila Gumercindo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Vila Gumercindo,"Avenida Ramalho Ortigão, 200"
548,   R$ 8.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Maria Luísa de Pinho - Parque da Mooca, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  520   m²  , Parque da Mooca,Rua Maria Luísa de Pinho
549,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Vila da Saúde,"Rua Artur Thiré, 1085"
550,   R$ 30.000 /Mês    R$ 7.900.000   ,  4   Quartos  ,"Jardim Cordeiro, São Paulo - SP",  6   Banheiros  ,  14   Vagas  ,  941   m²  , SP,"Jardim Cordeiro, São Paulo"
551,   R$ 45.000 /Mês    R$ 8.900.000   ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  445   m²  , SP,"Jardim Europa, São Paulo"
552,   R$ 1.300 /Mês  ,  3   Quartos  ,"Rua Rifaina, 550 - Vila Anglo Brasileira, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Vila Anglo Brasileira,"Rua Rifaina, 550"
553,   R$ 800 /Mês  ,  2   Quartos  ,"Avenida Rodrigues Montemor, 786 - Cidade Domitila, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Cidade Domitila,"Avenida Rodrigues Montemor, 786"
554,   R$ 6.999 /Mês    R$ 2.500.000   ,  3   Quartos  ,"Rua Gregório Paes de Almeida - Vila Madalena, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  270   m²  , Vila Madalena,Rua Gregório Paes de Almeida
555,   R$ 2.250 /Mês    R$ 435.800   ,  1   Quarto  ,"Rua Rubens Meireles, 99 - Várzea da Barra Funda, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  41   m²  , Várzea da Barra Funda,"Rua Rubens Meireles, 99"
556,   R$ 1.100 /Mês  ,  2   Quartos  ,"Rua Joaquim Oliveira Freitas, 508 - Vila Mangalot, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Vila Mangalot,"Rua Joaquim Oliveira Freitas, 508"
557,   R$ 600 /Mês  ,  1   Quarto  ,"Rua Timóteo, 49 - Jardim Paraguaçu, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Jardim Paraguaçu,"Rua Timóteo, 49"
558,   R$ 1.096 /Mês  ,  1   Quarto  ,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Real Parque,"Rua Barão de Melgaço, 29"
559,   R$ 11.500 /Mês  ,  3   Quartos  ,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  213   m²  , Vila Nova Conceição,Rua Professor Filadelfo Azevedo
560,   R$ 5.000 /Mês  ,  2   Quartos  ,"Rua Capote Valente - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  170   m²  , Pinheiros,Rua Capote Valente
561,   R$ 8.726 /Mês    R$ 1.399.000   ,  3   Quartos  ,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Pinheiros,"Rua Galeno de Almeida, 309"
562,   R$ 20.000 /Mês  ,  4   Quartos  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  650   m²  , Jardim das Bandeiras,Rua Simpatia
563,   R$ 27.500 /Mês  ,  6   Quartos  ,"Rua Camargo, 130 - Butantã, São Paulo - SP",  4   Banheiros  ,  13   Vagas  ,  500   m²  , Butantã,"Rua Camargo, 130"
564,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Correia de Lemos - Chácara Inglesa, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  90   m²  , Chácara Inglesa,Rua Correia de Lemos
565,   R$ 4.500 /Mês    R$ 1.100.000   ,  2   Quartos  ,"Rua Enxovia - Vila São Francisco (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  160   m²  , Vila São Francisco (Zona Sul),Rua Enxovia
566,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Fortaleza, 186 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  86   m²  , Bela Vista,"Rua Fortaleza, 186"
567,   R$ 15.000 /Mês    R$ 3.990.000   ,  3   Quartos  ,"Rua Teodoro Ramos, 75 - Pacaembu, São Paulo - SP",  6   Banheiros  ,  2   Vagas  ,  268   m²  , Pacaembu,"Rua Teodoro Ramos, 75"
568,   R$ 1.100 /Mês  ,  1   Quarto  ,"Parque São Luís, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , SP,"Parque São Luís, São Paulo"
569,   R$ 1.600 /Mês  ,  2   Quartos  ,"Vila São Francisco (Zona Leste), São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  137   m²  , SP,"Vila São Francisco (Zona Leste), São Paulo"
570,   R$ 3.000 /Mês    R$ 397.000   ,  5   Quartos  ,"Rua César Pena Ramos, 1744 - Vila Santa Maria, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  165   m²  , Vila Santa Maria,"Rua César Pena Ramos, 1744"
571,   R$ 20.000 /Mês    R$ 3.500.000   ,  3   Quartos  ,"Avenida Diógenes Ribeiro de Lima - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  449   m²  , Alto de Pinheiros,Avenida Diógenes Ribeiro de Lima
572,   R$ 11.000 /Mês    R$ 2.600.000   ,  4   Quartos  ,"Rua Fonseca da Costa - Bosque da Saúde, São Paulo - SP",  6   Banheiros  ,  12   Vagas  ,  650   m²  , Bosque da Saúde,Rua Fonseca da Costa
573,   R$ 30.000 /Mês  ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  350   m²  , SP,"Jardim Europa, São Paulo"
574,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Fernandes Moreira, 306 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  134   m²  , Chácara Santo Antônio (Zona Sul),"Rua Fernandes Moreira, 306"
575,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Jorge Dias, 94 - Socorro, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Socorro,"Rua Jorge Dias, 94"
576,   R$ 6.800 /Mês    R$ 2.400.000   ,  4   Quartos  ,"Rua Icádio, 1 - City América, São Paulo - SP",  5   Banheiros  ,  8   Vagas  ,  600   m²  , City América,"Rua Icádio, 1"
577,   R$ 1.250 /Mês  ,  2   Quartos  ,"Rua Joaquim do Lago, 182 - Balneário Mar Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Balneário Mar Paulista,"Rua Joaquim do Lago, 182"
578,   R$ 8.000 /Mês  ,  11   Quartos  ,"Rua Estevão Baião - Vila Congonhas, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  369   m²  , Vila Congonhas,Rua Estevão Baião
579,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Rocha Galvão - Jardim da Glória, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  90   m²  , Jardim da Glória,Rua Rocha Galvão
580,   R$ 3.200 /Mês  ,  2   Quartos  ,"Rua Pascal - Campo Belo, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Campo Belo,Rua Pascal
581,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Capote Valente, 697 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  90   m²  , Pinheiros,"Rua Capote Valente, 697"
582,   R$ 1.450 /Mês  ,  1   Quarto  ,"Rua Alfaia - Alto da Lapa, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Alto da Lapa,Rua Alfaia
583,   R$ 1.600 /Mês  ,  3   Quartos  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  90   m²  , SP,"Vila Palmeiras, São Paulo"
584,   R$ 6.800 /Mês    R$ 1.650.000   ,  3   Quartos  ,"Rua Rita Joana de Sousa - Campo Belo, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  175   m²  , Campo Belo,Rua Rita Joana de Sousa
585,   R$ 4.112 /Mês  ,  4   Quartos  ,"Vila São Francisco, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  350   m²  , SP,"Vila São Francisco, São Paulo"
586,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  450   m²  , SP,"Alto de Pinheiros, São Paulo"
587,   R$ 14.000 /Mês    R$ 3.000.000   ,  3   Quartos  ,"Rua Iraci - Jardim Paulistano, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  220   m²  , Jardim Paulistano,Rua Iraci
588,   R$ 14.380 /Mês  ,  3   Quartos  ,"Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  250   m²  , SP,"Jardim Paulista, São Paulo"
589,   R$ 1.200 /Mês  ,  1   Quarto  ,"Chora Menino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , SP,"Chora Menino, São Paulo"
590,   R$ 6.990 /Mês  ,  4   Quartos  ,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  370   m²  , Campo Belo,"Rua José dos Santos Júnior, 405"
591,   R$ 3.000 /Mês  ,  2   Quartos  ,"Rua Costa Aguiar - Ipiranga, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  131   m²  , Ipiranga,Rua Costa Aguiar
592,   R$ 7.000 /Mês    R$ 1.590.000   ,  3   Quartos  ,"Avenida Cardeal Motta - City América, São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  350   m²  , City América,Avenida Cardeal Motta
593,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua Alves de Almeida - Chácara Belenzinho, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  155   m²  , Chácara Belenzinho,Rua Alves de Almeida
594,   R$ 13.000 /Mês    R$ 3.690.000   ,  4   Quartos  ,"Alameda Calicut - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  4   Banheiros  ,  8   Vagas  ,  450   m²  , Chácara Santo Antônio (Zona Sul),Alameda Calicut
595,   R$ 15.000 /Mês  ,  10   Quartos  ,"Avenida Lineu de Paula Machado, 1054 - Jardim Everest, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  600   m²  , Jardim Everest,"Avenida Lineu de Paula Machado, 1054"
596,   R$ 18.000 /Mês    R$ 6.500.000   ,  4   Quartos  ,"Jardim Paulista, São Paulo - SP",  4   Banheiros  ,  5   Vagas  ,  450   m²  , SP,"Jardim Paulista, São Paulo"
597,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  325   m²  , Chácara Inglesa,"Rua Rondinha, 101"
598,   R$ 12.000 /Mês    R$ 1.900.000   ,  4   Quartos  ,"Rua Topázio, 947 - Vila Mariana, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  390   m²  , Vila Mariana,"Rua Topázio, 947"
599,   R$ 2.200 /Mês  ,  1   Quarto  ,"Rua Itararé - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Bela Vista,Rua Itararé
600,   R$ 8.500 /Mês  ,  3   Quartos  ,"Rua Professor José Leite e Oiticica, 240 - Vila Gertrudes, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  150   m²  , Vila Gertrudes,"Rua Professor José Leite e Oiticica, 240"
601,   R$ 1.700 /Mês  ,  2   Quartos  ,"Avenida Santa Catarina, 1531 - Vila Mascote, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  54   m²  , Vila Mascote,"Avenida Santa Catarina, 1531"
602,   R$ 4.200 /Mês  ,  2   Quartos  ,"Rua Helena, 52 - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  60   m²  , Vila Olímpia,"Rua Helena, 52"
603,   R$ 3.200 /Mês  ,  1   Quarto  ,"Rua Doutor Fadlo Haidar, 75 - Vila Olímpia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Vila Olímpia,"Rua Doutor Fadlo Haidar, 75"
604,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Raul Pompéia, 745 - Vila Pompéia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  81   m²  , Vila Pompéia,"Rua Raul Pompéia, 745"
605,   R$ 2.500 /Mês  ,  1   Quarto  ,"Avenida Vereador José Diniz, 3100 - Santo Amaro, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  35   m²  , Santo Amaro,"Avenida Vereador José Diniz, 3100"
606,   R$ 1.400 /Mês  ,  2   Quartos  ,"Rua João Ferreira de Abreu - Vila Arriete, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  45   m²  , Vila Arriete,Rua João Ferreira de Abreu
607,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Coronel Camisão, 409 - Vila Gomes, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  72   m²  , Vila Gomes,"Rua Coronel Camisão, 409"
608,   R$ 7.485 /Mês  ,  2   Quartos  ,"Rua Manuel Guedes, 264 - Jardim Europa, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Jardim Europa,"Rua Manuel Guedes, 264"
609,   R$ 1.400 /Mês  ,  3   Quartos  ,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400 - Jardim Esmeralda, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  72   m²  , Jardim Esmeralda,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400"
610,   R$ 4.200 /Mês    R$ 770.000   ,  1   Quarto  ,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  52   m²  , Cidade Monções,"Rua George Ohm, 330"
611,   R$ 6.490 /Mês  ,  3   Quartos  ,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  107   m²  , Vila Gertrudes,"Rua Bacaetava, 66"
612,   R$ 1.550 /Mês  ,  2   Quartos  ,"Avenida Escola Politécnica, 2200 - Rio Pequeno, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  57   m²  , Rio Pequeno,"Avenida Escola Politécnica, 2200"
613,   R$ 2.250 /Mês  ,  2   Quartos  ,"Avenida Padre Antônio José dos Santos, 1666 - Cidade Monções, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  86   m²  , Cidade Monções,"Avenida Padre Antônio José dos Santos, 1666"
614,   R$ 2.750 /Mês  ,  2   Quartos  ,"Rua Maestro Cardim, 1211 - Bela Vista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Bela Vista,"Rua Maestro Cardim, 1211"
615,   R$ 4.500 /Mês  ,  3   Quartos  ,"Rua Sabará, 410 - Higienópolis, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  120   m²  , Higienópolis,"Rua Sabará, 410"
616,   R$ 2.000 /Mês  ,  1   Quarto  ,"Rua Cubatão, 1140 - Vila Mariana, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  32   m²  , Vila Mariana,"Rua Cubatão, 1140"
617,   R$ 1.050 /Mês  ,  1   Quarto  ,"Rua Tenente Otávio Gomes, 330 - Aclimação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  34   m²  , Aclimação,"Rua Tenente Otávio Gomes, 330"
618,   R$ 1.750 /Mês  ,  1   Quarto  ,"Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , SP,"Bela Vista, São Paulo"
619,   R$ 1.100 /Mês  ,  2   Quartos  ,"Avenida do Oratório, 5923 - Jardim Ângela (Zona Leste), São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  122   m²  , Jardim Ângela (Zona Leste),"Avenida do Oratório, 5923"
620,   R$ 4.500 /Mês  ,  2   Quartos  ,"Rua João Cachoeira, 250 - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  90   m²  , Vila Nova Conceição,"Rua João Cachoeira, 250"
621,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Doutor Seng, 152 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  36   m²  , Bela Vista,"Rua Doutor Seng, 152"
622,   R$ 5.500 /Mês  ,  2   Quartos  ,"Alameda Joaquim Eugênio de Lima, 113 - Jardim Paulista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  77   m²  , Jardim Paulista,"Alameda Joaquim Eugênio de Lima, 113"
623,   R$ 2.500 /Mês  ,  1   Quarto  ,"Rua Aurora, 756 - Santa Efigênia, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Santa Efigênia,"Rua Aurora, 756"
624,   R$ 1.500 /Mês  ,  1   Quarto  ,"Rua Bela Cintra, 450 - Consolação, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  28   m²  , Consolação,"Rua Bela Cintra, 450"
625,   R$ 3.300 /Mês  ,  2   Quartos  ,"Rua Gonçalo da Cunha - Chácara Inglesa, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  68   m²  , Chácara Inglesa,Rua Gonçalo da Cunha
626,   R$ 4.040 /Mês    R$ 999.800   ,  3   Quartos  ,"Rua Cristiano Viana, 505 - Cerqueira César, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  85   m²  , Cerqueira César,"Rua Cristiano Viana, 505"
627,   R$ 2.700 /Mês  ,  3   Quartos  ,"Avenida Interlagos, 4455 - Jardim Umuarama, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  72   m²  , Jardim Umuarama,"Avenida Interlagos, 4455"
628,   R$ 1.650 /Mês  ,  2   Quartos  ,"Rua Professor Demóstenes Batista Figueira Marques, 10 - Cambuci, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  60   m²  , Cambuci,"Rua Professor Demóstenes Batista Figueira Marques, 10"
629,   R$ 1.900 /Mês  ,  2   Quartos  ,"Rua João Miguel Jarra, 298 - Vila Madalena, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  48   m²  , Vila Madalena,"Rua João Miguel Jarra, 298"
630,   R$ 1.050 /Mês  ,  1   Quarto  ,"Rua Santo Amaro, 240 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  31   m²  , Bela Vista,"Rua Santo Amaro, 240"
631,   R$ 1.350 /Mês  ,  1   Quarto  ,"Rua da Consolação, 927 - Consolação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  27   m²  , Consolação,"Rua da Consolação, 927"
632,   R$ 1.700 /Mês  ,  1   Quarto  ,"Avenida Jabaquara, 144 - Mirandópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  38   m²  , Mirandópolis,"Avenida Jabaquara, 144"
633,   R$ 3.000 /Mês  ,  1   Quarto  ,"Rua Doutor Diogo de Faria - Vila Clementino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  25   m²  , Vila Clementino,Rua Doutor Diogo de Faria
634,   R$ 1.600 /Mês  ,  1   Quarto  ,"Alameda dos Nhambiquaras - Indianópolis, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  38   m²  , Indianópolis,Alameda dos Nhambiquaras
635,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Santa Crescência, 85 - Ferreira, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  65   m²  , Ferreira,"Rua Santa Crescência, 85"
636,   R$ 990 /Mês  ,  1   Quarto  ,"Rua Doutor Clementino - Belenzinho, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  21   m²  , Belenzinho,Rua Doutor Clementino
637,   R$ 2.900 /Mês  ,  1   Quarto  ,"Avenida Brigadeiro Luís Antônio, 499 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  40   m²  , Bela Vista,"Avenida Brigadeiro Luís Antônio, 499"
638,   R$ 3.385 /Mês  ,  2   Quartos  ,"Rua Francisco Leitão, 381 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  101   m²  , Pinheiros,"Rua Francisco Leitão, 381"
639,   R$ 5.485 /Mês    R$ 1.179.900   ,  2   Quartos  ,"Avenida Doutor Cardoso de Melo, 1046 - Vila Olímpia, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  82   m²  , Vila Olímpia,"Avenida Doutor Cardoso de Melo, 1046"
640,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua Adolfo Gordo, 52 - Campos Elíseos, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  37   m²  , Campos Elíseos,"Rua Adolfo Gordo, 52"
641,   R$ 4.500 /Mês  ,  1   Quarto  ,"Rua Doutor Virgílio de Carvalho Pinto, 262 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  30   m²  , Pinheiros,"Rua Doutor Virgílio de Carvalho Pinto, 262"
642,   R$ 8.800 /Mês  ,  3   Quartos  ,"Rua Pensilvânia, 1342 - Cidade Monções, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  130   m²  , Cidade Monções,"Rua Pensilvânia, 1342"
643,   R$ 2.800 /Mês  ,  1   Quarto  ,"Rua Pintassilgo, 480 - Vila Uberabinha, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Vila Uberabinha,"Rua Pintassilgo, 480"
644,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Japão,"Rua Soldado João Rodrigues, 112"
645,   R$ 20.000 /Mês    R$ 4.500.000   ,  4   Quartos  ,"Rua Bennet - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  451   m²  , Alto de Pinheiros,Rua Bennet
646,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Fortaleza, 186 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  86   m²  , Bela Vista,"Rua Fortaleza, 186"
647,   R$ 15.000 /Mês    R$ 3.990.000   ,  3   Quartos  ,"Rua Teodoro Ramos, 75 - Pacaembu, São Paulo - SP",  6   Banheiros  ,  2   Vagas  ,  268   m²  , Pacaembu,"Rua Teodoro Ramos, 75"
648,   R$ 100.000 /Mês    R$ 33.000.000   ,  6   Quartos  ,"Rua Antônio de Andrade Rebelo - Retiro Morumbi, São Paulo - SP",  6   Banheiros  ,  10   Vagas  ,  1700   m²  , Retiro Morumbi,Rua Antônio de Andrade Rebelo
649,   R$ 1.300 /Mês  ,  3   Quartos  ,"Rua Rifaina, 550 - Vila Anglo Brasileira, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Vila Anglo Brasileira,"Rua Rifaina, 550"
650,   R$ 1.500 /Mês  ,  2   Quartos  ,"Avenida Ramalho Ortigão, 200 - Vila Gumercindo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Vila Gumercindo,"Avenida Ramalho Ortigão, 200"
651,   R$ 4.500 /Mês    R$ 1.100.000   ,  2   Quartos  ,"Rua Enxovia - Vila São Francisco (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  160   m²  , Vila São Francisco (Zona Sul),Rua Enxovia
652,   R$ 12.000 /Mês    R$ 1.890.000   ,  4   Quartos  ,"Rua Júlio Verne, 258 - Jardim Hípico, São Paulo - SP",  6   Banheiros  ,  2   Vagas  ,  288   m²  , Jardim Hípico,"Rua Júlio Verne, 258"
653,   R$ 45.000 /Mês    R$ 8.900.000   ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  554   m²  , SP,"Jardim Europa, São Paulo"
654,   R$ 90.000 /Mês    R$ 20.000.000   ,  5   Quartos  ,"Retiro Morumbi, São Paulo - SP",  11   Banheiros  ,  30   Vagas  ,  2000   m²  , SP,"Retiro Morumbi, São Paulo"
655,   R$ 1.600 /Mês  ,  3   Quartos  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  90   m²  , SP,"Vila Palmeiras, São Paulo"
656,   R$ 30.000 /Mês    R$ 7.900.000   ,  4   Quartos  ,"Jardim Cordeiro, São Paulo - SP",  6   Banheiros  ,  14   Vagas  ,  941   m²  , SP,"Jardim Cordeiro, São Paulo"
